Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Rep_Periods,Timesteps_per_Rep_Period
,,,,,2090,13331,16442,36552.53313,44523.15831,6762,,
,,,,,2091,12678,15956,37018.91,45836.23196,6784,,
,,,,,2092,12497,15848,37032.22872,45607.27778,6875,,
,,,,,2093,12330,15896,37853.82568,46377.06505,7062,,
,,,,,2094,12898,17111,37126.15664,44704.15339,7499,,
,,,,,2095,15155,20390,36131.43533,42370.6803,8005,,
,,,,,2096,18874,22971,35897.64672,41142.99564,8522,,
,,,,,2097,20262,23398,35594.14533,39503.91855,8600,,
,,,,,2098,20118,23060,35538.58463,38504.70846,8443,,
,,,,,2099,20201,23405,36513.36559,38557.15574,8423,,
,,,,,2100,20734,23651,37885.81764,39431.10183,8280,,
,,,,,2101,21099,23878,40302.83779,42840.89526,8062,,
,,,,,2102,21029,23895,40782.39003,43196.07453,7885,,
,,,,,2103,21538,24046,39322.34207,40842.49698,7742,,
,,,,,2104,22616,25073,37808.52563,38276.82381,7738,,
,,,,,2105,24123,26791,36374.39328,35781.54382,7843,,
,,,,,2106,25699,28687,35307.58534,34049.99278,7816,,
,,,,,2107,24034,26670,34541.93948,33024.28262,7916,,
,,,,,2108,21460,24370,34160.70672,32784.77253,8092,,
,,,,,2109,21620,23777,33527.47189,32241.31419,8155,,
,,,,,2110,19567,21431,33543.00156,33102.97137,8006,,
,,,,,2111,17508,19374,34164.25075,34995.06272,7773,,
,,,,,2112,15502,17601,36051.72091,39241.82071,7558,,
,,,,,2113,13663,16182,38270.28842,43759.57391,7390,,
,,,,,2114,12567,15425,39943.27282,45919.87746,7349,,
,,,,,2115,11921,14956,40524.89265,46863.52428,7381,,
,,,,,2116,11725,14929,40606.49296,46522.8912,7461,,
,,,,,2117,11567,15034,41600.81777,47215.90803,7576,,
,,,,,2118,12156,16191,41107.62572,45806.59372,7967,,
,,,,,2119,14317,19385,40084.136,43589.44616,8508,,
,,,,,2120,17946,22214,39750.57733,42390.18252,9024,,
,,,,,2121,19337,22884,39300.31359,40656.03838,8953,,
,,,,,2122,19334,22932,39204.39856,39556.26162,8584,,
,,,,,2123,19722,23404,40087.83513,39460.11827,8181,,
,,,,,2124,20432,23933,41305.72959,40250.31958,7960,,
,,,,,2125,20866,24189,43098.26493,43531.41542,7668,,
,,,,,2126,20752,24153,42691.97137,43379.94021,7457,,
,,,,,2127,21172,24391,40556.54803,40723.10915,7300,,
,,,,,2128,22312,25680,38689.86531,38052.46033,7230,,
,,,,,2129,24041,27523,37189.71863,35174.9293,7252,,
,,,,,2130,25764,29445,36143.93994,33177.02824,7231,,
,,,,,2131,24177,27561,35378.21366,31969.58317,7202,,
,,,,,2132,21678,25289,34968.40602,31591.84696,7349,,
,,,,,2133,21715,24712,34232.89381,30780.76262,7431,,
,,,,,2134,19757,22338,34125.6557,31234.52569,7257,,
,,,,,2135,17727,20218,34587.86469,32690.12926,6987,,
,,,,,2136,15775,18442,36311.03117,36676.24682,6734,,
,,,,,2137,13965,16821,38226.07631,41375.5703,6589,,
,,,,,2138,12882,16059,38680.8223,42325.21973,6505,,
,,,,,2139,12251,15614,39135.79633,42990.72063,6457,,
,,,,,2140,12082,15619,39056.48283,42431.5153,6518,,
,,,,,2141,11944,15732,39752.92359,42693.04054,6552,,
,,,,,2142,12578,16929,39001.24295,40600.1419,6926,,
,,,,,2143,14811,20202,37872.01596,37971.18661,7575,,
,,,,,2144,18330,22715,37323.92054,36359.90056,8056,,
,,,,,2145,19618,23270,36630.93475,34474.44806,8124,,
,,,,,2146,19466,23144,36118.03638,33362.72917,8023,,
,,,,,2147,19608,23491,36580.5504,33416.17426,7761,,
,,,,,2148,20137,23811,37329.61141,34195.82044,7682,,
,,,,,2149,20351,23953,38865.5138,37198.82878,7462,,
,,,,,2150,20053,23779,38717.83982,37166.14885,7328,,
,,,,,2151,20356,23846,36859.14701,34719.29576,7263,,
,,,,,2152,21389,24878,35045.40324,31787.23063,7343,,
,,,,,2153,22815,26463,33487.82367,28875.24777,7517,,
,,,,,2154,24078,28037,32326.67375,27359.41183,7551,,
,,,,,2155,22187,26139,31391.84458,26923.25425,7540,,
,,,,,2156,19652,24192,30776.88358,26895.36613,7489,,
,,,,,2157,20111,23766,29903.91743,26320.02316,7386,,
,,,,,2158,18509,21609,29692.63211,26963.95191,7052,,
,,,,,2159,16928,19913,30252.47005,28522.15964,6813,,
,,,,,2160,15463,18425,31985.63778,31494.98466,6550,,
,,,,,2161,14721,18092,33316.13529,33736.89928,6308,,
,,,,,2162,12957,16881,33688.37191,35691.63563,6163,,
,,,,,2163,12370,16515,33676.73859,36943.60491,6052,,
,,,,,2164,12017,16245,33292.79994,37161.71714,6014,,
,,,,,2165,11754,16147,33644.07129,38395.30042,6126,,
,,,,,2166,12036,16726,32595.2415,37092.22225,6386,,
,,,,,2167,12750,17874,31204.67358,35091.78016,6890,,
,,,,,2168,13572,18538,30549.24317,34250.58674,7244,,
,,,,,2169,15075,20052,30054.24264,33394.8702,7375,,
,,,,,2170,17088,21730,29952.07966,32644.70468,7336,,
,,,,,2171,18436,22926,30743.09217,32759.89829,7197,,
,,,,,2172,19845,23841,31778.53623,33843.7171,7076,,
,,,,,2173,20856,24528,33698.5321,36942.98943,6990,,
,,,,,2174,20928,24364,34264.14381,37156.47391,6864,,
,,,,,2175,20628,24112,33105.01545,34884.72071,6777,,
,,,,,2176,20438,24173,31948.57529,32555.03724,6771,,
,,,,,2177,20771,24723,31015.22241,30408.70231,6791,,
,,,,,2178,20252,24628,30505.38555,28918.31267,6778,,
,,,,,2179,21231,25274,30210.03214,27974.57083,6757,,
,,,,,2180,21187,25253,30224.42822,27956.13483,6804,,
,,,,,2181,21248,24764,29913.42505,27831.7333,6679,,
,,,,,2182,20529,23560,30103.41606,28915.8601,6470,,
,,,,,2183,19103,21937,30852.58663,31002.13083,6243,,
,,,,,2184,17126,20019,32608.54936,34962.67854,6039,,
,,,,,2185,14844,18037,34274.29779,38272.50558,5883,,
,,,,,2186,13238,16799,36573.67122,41533.06691,5796,,
,,,,,2187,12674,16361,37066.25136,42761.44746,5784,,
,,,,,2188,12314,16041,36988.02998,42810.21387,5837,,
,,,,,2189,12043,15890,37754.99539,43776.67523,5902,,
,,,,,2190,12214,16208,29916.77248,34733.36148,6038,,
,,,,,2191,12691,16900,28785.21159,33340.74786,6393,,
,,,,,2192,13246,17290,28190.62059,32777.07655,6826,,
,,,,,2193,14350,18559,27805.09439,31923.34949,7224,,
,,,,,2194,15960,19971,27629.04216,31568.95189,7449,,
,,,,,2195,17167,21017,27918.05284,32057.5249,7553,,
,,,,,2196,18199,21960,28500.15335,33169.21433,7577,,
,,,,,2197,19185,22864,30576.90476,36344.18847,7440,,
,,,,,2198,19387,23013,31352.88828,36572.39368,7307,,
,,,,,2199,19496,23067,30852.77166,34711.99105,7219,,
,,,,,2200,19558,23344,30114.75219,32602.20583,7178,,
,,,,,2201,20215,24104,28965.23922,30225.95615,7191,,
,,,,,2202,20293,24368,27868.36685,28546.60911,7175,,
,,,,,2203,21944,25482,26978.51996,27551.35062,7063,,
,,,,,2204,22522,25913,26468.00892,27302.12989,7144,,
,,,,,2205,22298,24891,26150.13649,26993.13812,7201,,
,,,,,2206,20940,23261,26331.21554,27534.52114,7056,,
,,,,,2207,18972,21355,27004.76232,28928.30469,6939,,
,,,,,2208,16467,19162,28560.76225,31790.55508,6712,,
,,,,,2209,13169,16334,30377.77009,34553.7496,6531,,
,,,,,2210,12196,15660,31848.63444,36101.05436,6387,,
,,,,,2211,11618,15186,32712.26439,36908.11414,6457,,
,,,,,2212,11505,15165,33085.57883,37035.01404,6524,,
,,,,,2213,11456,15388,33774.31034,38258.61795,6613,,
,,,,,2214,12123,16667,33412.07325,37898.95885,6774,,
,,,,,2215,14435,19908,32110.62861,36589.62506,7014,,
,,,,,2216,18136,22593,31315.92148,35507.63807,7243,,
,,,,,2217,19571,23189,30621.77383,33791.21043,7235,,
,,,,,2218,19572,23175,30157.62017,32309.67154,7137,,
,,,,,2219,19863,23554,30282.14592,31696.66515,7034,,
,,,,,2220,20509,23946,30665.76465,31813.97506,6879,,
,,,,,2221,20756,24043,32007.84504,34138.6074,6698,,
,,,,,2222,20424,23815,32054.73937,34320.17617,6479,,
,,,,,2223,20743,23890,31246.04802,32953.92069,6307,,
,,,,,2224,21921,24954,30569.54003,31483.16365,6303,,
,,,,,2225,23480,26688,29773.78188,29653.21442,6438,,
,,,,,2226,24894,28268,29192.49769,28309.92151,6547,,
,,,,,2227,23335,26389,28715.16068,27304.35692,6643,,
,,,,,2228,20636,24097,28413.16196,26761.78371,6803,,
,,,,,2229,21025,24196,28092.39641,26203.52109,6856,,
,,,,,2230,19569,21941,28200.46567,26636.7165,6681,,
,,,,,2231,17633,19876,28689.80939,28158.8236,6477,,
,,,,,2232,15708,18059,30083.38067,31171.54402,6223,,
,,,,,2233,13821,16557,31646.99828,34216.86094,6082,,
,,,,,2234,12746,15834,32397.18988,35614.83749,6047,,
,,,,,2235,12130,15379,33178.28654,36565.29047,6081,,
,,,,,2236,12009,15415,33566.17864,36743.10123,6192,,
,,,,,2237,11943,15642,34319.406,37384.34374,6431,,
,,,,,2238,12654,16901,41118.07398,44018.68562,6730,,
,,,,,2239,15000,20091,39848.16286,41700.72706,7375,,
,,,,,2240,18648,22653,39250.51947,40296.1019,7958,,
,,,,,2241,19895,23132,38540.40718,38405.98812,8151,,
,,,,,2242,19563,22889,38204.97832,37078.6169,8133,,
,,,,,2243,19595,23105,38935.0765,36760.6884,8110,,
,,,,,2244,20079,23444,39858.25576,37270.70667,8146,,
,,,,,2245,20293,23574,41090.22022,40338.76755,8053,,
,,,,,2246,19987,23352,40860.98302,40543.73836,7939,,
,,,,,2247,20305,23526,38807.85286,38217.96979,7891,,
,,,,,2248,21520,24731,37111.90586,35539.82059,7909,,
,,,,,2249,23148,26494,35687.2875,33108.34732,7968,,
,,,,,2250,24561,28187,34751.07533,31514.65266,7859,,
,,,,,2251,22906,26324,34128.66807,30523.47921,7769,,
,,,,,2252,20227,23917,33836.39678,30191.49851,7739,,
,,,,,2253,20660,23836,33192.59368,29565.67914,7710,,
,,,,,2254,19272,21592,33094.87679,30263.38729,7526,,
,,,,,2255,17263,19460,33606.04045,31886.72395,7244,,
,,,,,2256,15287,17637,35400.98818,35274.4235,6969,,
,,,,,2257,13432,16053,37374.73375,38709.21929,6815,,
,,,,,2258,12315,15345,38595.36137,40620.70665,6743,,
,,,,,2259,11670,14809,39152.642,41715.67862,6746,,
,,,,,2260,11483,14741,39193.82079,41616.08306,6770,,
,,,,,2261,11337,14867,39970.74387,42388.26235,6911,,
,,,,,2262,11949,16094,39149.18035,40904.28436,7303,,
,,,,,2263,14120,19156,37961.69662,38774.61639,7895,,
,,,,,2264,17569,21759,37420.91441,37579.82852,8231,,
,,,,,2265,18791,22414,36831.2857,35986.16632,7971,,
,,,,,2266,18590,22377,36531.7077,35051.55324,7575,,
,,,,,2267,18764,22768,37258.37871,35182.93106,7340,,
,,,,,2268,19430,23278,38320.4593,36171.12696,7023,,
,,,,,2269,19845,23572,40047.09571,39323.48144,6676,,
,,,,,2270,19696,23539,39666.88919,39386.28563,6647,,
,,,,,2271,20172,23806,37350.28973,36860.20008,6440,,
,,,,,2272,21546,25086,35390.14898,34540.10116,6360,,
,,,,,2273,23161,26846,33989.896,32311.87678,6288,,
,,,,,2274,24588,28509,33178.1389,30903.74207,6264,,
,,,,,2275,22895,26357,32665.86449,30098.42818,6267,,
,,,,,2276,20075,23643,32457.65566,29880.13827,6399,,
,,,,,2277,20286,23592,31904.82995,29302.7298,6567,,
,,,,,2278,18944,21562,31912.48214,30019.39744,6779,,
,,,,,2279,16985,19456,32479.78386,31615.49664,6585,,
,,,,,2280,15055,17689,34440.5649,35130.92105,6385,,
,,,,,2281,13177,16352,36941.71163,39332.74994,6251,,
,,,,,2282,12116,15646,38412.76339,41707.63215,6264,,
,,,,,2283,11500,15169,38915.52447,42731.20436,6328,,
,,,,,2284,11345,15172,38958.9119,42708.50623,6455,,
,,,,,2285,11246,15345,39777.70469,43703.58638,6728,,
,,,,,2286,11923,16504,39121.78407,42299.49994,7201,,
,,,,,2287,14195,19503,37994.49157,40017.93761,7816,,
,,,,,2288,17790,22057,37489.88865,38696.4499,8153,,
,,,,,2289,19127,22853,36870.83639,36754.64659,7879,,
,,,,,2290,19001,22909,36521.19656,35483.71078,7428,,
,,,,,2291,19240,23415,37252.55652,35212.91568,7101,,
,,,,,2292,19883,23876,38297.3578,35786.42458,6924,,
,,,,,2293,20217,24077,40022.30747,38930.42886,6667,,
,,,,,2294,20003,23902,39683.8749,39363.30518,6591,,
,,,,,2295,20409,24028,37463.80291,37602.287,6450,,
,,,,,2296,21577,25164,35670.11203,35796.23492,6414,,
,,,,,2297,23152,26794,34315.8236,33958.50819,6487,,
,,,,,2298,24482,28279,33444.95831,32639.49308,6491,,
,,,,,2299,22815,26314,32830.64508,31941.40094,6543,,
,,,,,2300,20090,23852,32520.57864,31891.52327,6683,,
,,,,,2301,20321,23994,31893.09213,31474.26194,6812,,
,,,,,2302,18970,21855,31839.35348,32303.12805,6691,,
,,,,,2303,17212,19878,32391.51153,33941.54628,6473,,
,,,,,2304,15400,18262,34165.08102,37232.93953,6301,,
,,,,,2305,13692,16912,36075.1968,39771.72913,6193,,
,,,,,2306,12604,16212,36955.24576,40780.96391,6220,,
,,,,,2307,11989,15709,37297.76029,41472.14355,6281,,
,,,,,2308,11827,15673,37192.412,41090.912,6404,,
,,,,,2309,11734,15737,37820.56204,41715.17173,6554,,
,,,,,2310,12340,16818,36893.21264,40164.24017,6996,,
,,,,,2311,14355,19241,35710.02595,37989.41007,7563,,
,,,,,2312,17202,21353,35233.62749,36757.78046,7917,,
,,,,,2313,18473,22194,34789.61685,35169.89018,7557,,
,,,,,2314,18695,22342,34615.99221,34103.9146,7251,,
,,,,,2315,19059,22663,35378.50176,34073.65267,7014,,
,,,,,2316,19658,22963,36307.47436,34747.0233,6799,,
,,,,,2317,19857,23011,37459.86728,37800.32476,6624,,
,,,,,2318,19540,22727,36944.46497,38380.11499,6478,,
,,,,,2319,19782,22878,34914.62787,36603.93783,6350,,
,,,,,2320,20852,23798,33155.10074,34735.087,6340,,
,,,,,2321,22243,25368,31766.96535,32688.68562,6458,,
,,,,,2322,23507,26947,30959.32532,31044.88955,6463,,
,,,,,2323,21981,25076,30486.27902,29945.88488,6590,,
,,,,,2324,19307,22697,30272.96261,29444.13776,6724,,
,,,,,2325,19449,22822,29657.19862,28618.99229,6725,,
,,,,,2326,18117,20791,29522.19695,29080.32713,6534,,
,,,,,2327,16578,19231,30013.46071,30442.55029,6322,,
,,,,,2328,15119,17878,31651.87887,33081.55114,6081,,
,,,,,2329,14335,17408,33187.66239,34857.36084,5902,,
,,,,,2330,12701,16242,33690.29488,35148.95755,5834,,
,,,,,2331,12157,15848,33817.47815,35182.21388,5895,,
,,,,,2332,11804,15635,33576.11516,34364.75336,6040,,
,,,,,2333,11531,15562,34043.33798,34586.47849,6219,,
,,,,,2334,11852,16124,32965.5255,32622.40577,6580,,
,,,,,2335,12580,17172,31586.85683,30039.21808,7139,,
,,,,,2336,13314,17805,30843.34478,28379.68131,7562,,
,,,,,2337,14746,19188,30131.89641,26524.8363,7577,,
,,,,,2338,16575,20462,29626.79354,25450.38674,7452,,
,,,,,2339,17815,21464,30187.94179,25458.18832,7328,,
,,,,,2340,18833,22176,31110.9274,26236.91343,7294,,
,,,,,2341,19728,22848,32876.17829,29608.72895,7169,,
,,,,,2342,19668,22686,33369.09615,31085.2075,7062,,
,,,,,2343,19517,22492,32232.08046,30562.96905,7054,,
,,,,,2344,19359,22426,31188.15861,29849.61602,7116,,
,,,,,2345,19865,22939,30262.8226,28816.92023,7169,,
,,,,,2346,19688,22846,29680.19477,28185.91193,7210,,
,,,,,2347,20848,23504,29284.50215,27838.61267,7138,,
,,,,,2348,21104,23762,29075.93095,27890.08167,7057,,
,,,,,2349,20955,23686,28563.02297,27573.7061,6965,,
,,,,,2350,20115,22432,28503.79134,28351.49862,6789,,
,,,,,2351,18577,20737,28925.50624,29924.03969,6528,,
,,,,,2352,16449,18810,30170.51866,32955.50745,6234,,
,,,,,2353,14144,16914,31275.50621,35497.66933,5981,,
,,,,,2354,12464,15653,32191.1982,38138.8838,5838,,
,,,,,2355,11848,15268,32281.59996,39201.5316,5763,,
,,,,,2356,11441,14987,31966.22751,39307.185,5676,,
,,,,,2357,11143,14864,32415.50185,40248.37509,5761,,
,,,,,2358,11314,15272,24840.58244,31531.19103,5942,,
,,,,,2359,11792,15900,23635.25902,30146.48964,6099,,
,,,,,2360,12399,16380,22887.73016,29436.63637,6440,,
,,,,,2361,13766,17634,22322.38076,28374.8068,6682,,
,,,,,2362,15660,18858,21918.27126,27593.06438,6722,,
,,,,,2363,17015,19733,22031.67927,27518.5853,6682,,
,,,,,2364,18110,20440,22381.07592,28058.30926,6680,,
,,,,,2365,19283,21199,23777.0766,30448.41194,6411,,
,,,,,2366,19397,21130,24228.21194,30526.5052,6125,,
,,,,,2367,18966,20913,23644.61325,28517.80898,6003,,
,,,,,2368,18499,20700,23057.13255,26711.71632,5971,,
,,,,,2369,18694,21160,22269.83691,24737.18076,6103,,
,,,,,2370,18118,20994,21645.69145,23364.55773,6177,,
,,,,,2371,18897,21704,21092.30228,22289.47822,6176,,
,,,,,2372,19218,22131,20739.94532,21735.72754,6269,,
,,,,,2373,19803,22549,20436.49031,21239.45708,6347,,
,,,,,2374,19732,21461,20484.41872,21643.63891,6133,,
,,,,,2375,18073,19839,20996.1409,22869.99002,5907,,
,,,,,2376,15721,18019,22317.98249,25415.75205,5679,,
,,,,,2377,12574,15350,23845.79335,28596.77261,5545,,
,,,,,2378,11653,14744,24740.49952,30479.75853,5451,,
,,,,,2379,11117,14344,25337.47088,31268.783,5358,,
,,,,,2380,11028,14330,25710.68815,31581.39222,5359,,
,,,,,2381,10930,14459,26421.01031,32662.6973,5462,,
,,,,,2382,11592,15628,26160.5509,31982.60208,5518,,
,,,,,2383,13820,18216,24997.4808,30346.12026,5714,,
,,,,,2384,17195,20615,24254.87965,29254.95837,6107,,
,,,,,2385,18659,21729,23662.52519,28035.4671,6496,,
,,,,,2386,18772,22033,23261.98596,27292.54978,6828,,
,,,,,2387,19130,22635,23404.28193,27291.75603,6958,,
,,,,,2388,19861,23233,23721.73874,27582.26389,7059,,
,,,,,2389,20259,23490,24395.82862,28660.99766,7024,,
,,,,,2390,20090,23330,23979.14026,27397.84931,6902,,
,,,,,2391,20474,23542,22734.2556,24948.02729,6843,,
,,,,,2392,21708,24689,21790.21844,22404.84609,6881,,
,,,,,2393,23314,26358,20871.69363,20189.46642,7037,,
,,,,,2394,24754,27987,20223.82567,18997.51604,7118,,
,,,,,2395,23071,26019,19723.76236,18436.93022,7171,,
,,,,,2396,20224,23354,19496.34738,18237.15076,7198,,
,,,,,2397,20290,23217,19278.43304,18534.66055,7113,,
,,,,,2398,19070,21102,19326.17609,18449.98315,6853,,
,,,,,2399,17044,19070,19739.7894,19623.10414,6536,,
,,,,,2400,14948,17346,21187.68002,22192.58869,6320,,
,,,,,2401,13096,15878,22821.31431,25379.37961,6151,,
,,,,,2402,12013,15157,23605.50388,27095.97766,6090,,
,,,,,2403,11382,14681,24230.35002,27991.57509,6093,,
,,,,,2404,11227,14646,24652.8072,28178.07574,6117,,
,,,,,2405,11117,14795,25407.18828,28952.01199,6275,,
,,,,,2406,11771,15938,31713.35467,35362.79073,6573,,
,,,,,2407,13929,18562,30688.05573,33502.06013,7206,,
,,,,,2408,17262,20940,30221.55453,32501.93721,7685,,
,,,,,2409,18569,21870,29805.27412,31160.40079,7566,,
,,,,,2410,18428,22018,29545.11527,30351.12186,7221,,
,,,,,2411,18669,22515,30209.25527,30488.289,6963,,
,,,,,2412,19324,23060,30990.80348,31312.49527,6810,,
,,,,,2413,19704,23406,31957.97654,32829.57783,6616,,
,,,,,2414,19571,23296,31955.25635,32188.53447,6471,,
,,,,,2415,20049,23541,30433.7347,29674.00144,6408,,
,,,,,2416,21257,24828,29100.11349,27227.30194,6410,,
,,,,,2417,22835,26572,28443.68919,26379.51514,6482,,
,,,,,2418,24303,28286,28172.67183,27014.4972,6474,,
,,,,,2419,22573,26287,27958.16975,27745.56888,6432,,
,,,,,2420,19824,23662,27824.49792,28485.45046,6484,,
,,,,,2421,19974,23345,27254.05731,27867.08153,6516,,
,,,,,2422,18810,21252,26962.14185,27193.01281,6450,,
,,,,,2423,16834,19223,27125.6009,27016.84739,6212,,
,,,,,2424,14858,17579,28184.46381,28732.63443,5994,,
,,,,,2425,12932,16126,29136.1013,31147.98844,5848,,
,,,,,2426,11852,15402,29909.73456,33479.51838,5863,,
,,,,,2427,11240,14918,29874.73992,34722.45135,5931,,
,,,,,2428,11090,14912,29512.28767,34943.18042,5948,,
,,,,,2429,11004,15064,30020.87753,36170.48984,6173,,
,,,,,2430,11634,16211,29206.32355,35059.9186,6615,,
,,,,,2431,13769,18896,28198.12896,33141.23663,7121,,
,,,,,2432,17146,21367,27847.74115,32706.38764,7416,,
,,,,,2433,18610,22373,27623.82457,32017.56058,7276,,
,,,,,2434,18576,22505,27581.70062,31336.45442,7026,,
,,,,,2435,18749,22998,28502.30009,31479.66,6888,,
,,,,,2436,19375,23368,29604.79388,32292.35134,6769,,
,,,,,2437,19710,23615,31174.3097,34508.10527,6643,,
,,,,,2438,19516,23368,31590.96594,34128.88912,6544,,
,,,,,2439,19920,23576,30404.16801,31662.73016,6550,,
,,,,,2440,21192,24667,29389.4178,29149.04036,6691,,
,,,,,2441,22787,26419,28444.05756,27141.19401,6853,,
,,,,,2442,24227,28030,27870.98252,26044.19812,6832,,
,,,,,2443,22608,26154,27515.89325,25576.6133,6773,,
,,,,,2444,19999,23574,27388.63165,25664.77961,6743,,
,,,,,2445,20145,23497,26917.46976,25271.7858,6704,,
,,,,,2446,18818,21355,26857.51354,25924.99335,6527,,
,,,,,2447,16823,19378,27324.41077,27324.42514,6247,,
,,,,,2448,14857,17696,28812.81835,30326.37858,5974,,
,,,,,2449,13136,16370,30538.64103,33703.38761,5666,,
,,,,,2450,12044,15635,32174.52728,36304.50966,5568,,
,,,,,2451,11433,15145,32594.67189,37016.872,5571,,
,,,,,2452,11261,15161,32643.05404,36713.18379,5678,,
,,,,,2453,11155,15303,33448.31561,37595.57182,5926,,
,,,,,2454,11769,16429,32824.79094,36618.36083,6364,,
,,,,,2455,13898,19063,31918.12005,34957.46702,6927,,
,,,,,2456,17156,21443,31567.80063,34297.02098,7250,,
,,,,,2457,18520,22307,31221.54708,33254.91481,7132,,
,,,,,2458,18479,22342,31136.70356,32614.04775,6814,,
,,,,,2459,18693,22730,32119.34693,33037.04186,6542,,
,,,,,2460,19309,23177,33287.09185,34225.06658,6394,,
,,,,,2461,19713,23379,34777.79562,35970.48715,6198,,
,,,,,2462,19614,23232,35003.89382,35213.8673,6038,,
,,,,,2463,20111,23510,33478.10109,32578.34003,5944,,
,,,,,2464,21363,24687,31982.31221,30265.22241,5994,,
,,,,,2465,22967,26313,30650.83586,28297.39057,6177,,
,,,,,2466,24458,27906,29707.22785,27019.74614,6188,,
,,,,,2467,22820,25863,29092.40852,26335.16697,6215,,
,,,,,2468,20003,23191,28787.98558,26185.37074,6251,,
,,,,,2469,19993,23162,28198.59506,25593.198,6232,,
,,,,,2470,18848,21151,28115.39993,26120.18845,6022,,
,,,,,2471,16996,19222,28590.39431,27486.76703,5741,,
,,,,,2472,15105,17614,30227.1312,30547.33347,5487,,
,,,,,2473,13307,16190,32615.92325,34478.4382,5314,,
,,,,,2474,12207,15473,33879.85569,37083.36802,5268,,
,,,,,2475,11580,14992,34211.4149,37949.37711,5270,,
,,,,,2476,11422,14989,34145.60663,37723.30906,5339,,
,,,,,2477,11316,15112,34784.3779,38458.89896,5567,,
,,,,,2478,11948,16294,33988.43357,37128.81446,5952,,
,,,,,2479,14055,18799,32906.48026,35188.67684,6402,,
,,,,,2480,17223,21089,32334.70183,34073.04056,6821,,
,,,,,2481,18541,21934,31783.43011,32659.08772,6827,,
,,,,,2482,18408,21912,31475.6625,31762.33988,6623,,
,,,,,2483,18622,22380,32193.13679,32002.7804,6533,,
,,,,,2484,19242,22778,33033.94904,32916.34676,6473,,
,,,,,2485,19549,22935,33840.56053,34616.15114,6348,,
,,,,,2486,19311,22762,33474.67158,34014.22851,6272,,
,,,,,2487,19693,22945,31471.17259,31160.2078,6285,,
,,,,,2488,20880,24062,30048.66632,28762.61088,6398,,
,,,,,2489,22326,25694,28879.37718,26714.12428,6534,,
,,,,,2490,23562,27140,28008.00148,25420.67526,6616,,
,,,,,2491,21588,24936,27387.61517,24947.71982,6597,,
,,,,,2492,18621,22137,27218.64536,25709.14497,6577,,
,,,,,2493,18547,22154,26703.53529,25150.08294,6500,,
,,,,,2494,17702,20386,26594.37628,25172.56607,6167,,
,,,,,2495,16102,18683,26996.2166,26640.58831,6001,,
,,,,,2496,14537,17213,28390.18777,29915.22494,5799,,
,,,,,2497,13660,16560,29911.76191,32679.85772,5588,,
,,,,,2498,11924,15250,30742.73178,34020.36194,5484,,
,,,,,2499,11357,14898,30826.25756,34540.88293,5463,,
,,,,,2500,10964,14669,30533.18814,33976.84204,5430,,
,,,,,2501,10670,14503,30960.09971,34433.97956,5547,,
,,,,,2502,10962,15088,29964.08099,32916.50571,5740,,
,,,,,2503,11726,15935,28745.68138,30881.58109,6066,,
,,,,,2504,12431,16617,28127.8021,29709.8512,6434,,
,,,,,2505,13857,17905,27615.36634,28334.62998,6791,,
,,,,,2506,15617,19265,27331.21906,27514.01038,7026,,
,,,,,2507,16906,20386,28114.53634,27730.10669,7124,,
,,,,,2508,18039,21266,29207.5349,28646.93087,7288,,
,,,,,2509,18978,22095,30862.30456,31329.83649,7258,,
,,,,,2510,18900,22085,31402.38826,31876.7463,7111,,
,,,,,2511,18772,21991,30252.1589,29993.10523,6994,,
,,,,,2512,18661,22022,29137.73555,27779.59307,6935,,
,,,,,2513,19142,22614,28164.66348,25741.15847,6948,,
,,,,,2514,18780,22435,27682.25971,25889.56796,6831,,
,,,,,2515,19638,23273,27367.96111,26470.95773,6617,,
,,,,,2516,19561,23494,27278.23635,27213.55835,6542,,
,,,,,2517,19409,23137,26799.45566,26985.0435,6495,,
,,,,,2518,18994,21760,26641.84921,27204.82681,6314,,
,,,,,2519,17463,20005,26937.99513,27634.55809,6107,,
,,,,,2520,15298,17986,28120.02859,29006.29005,5918,,
,,,,,2521,12989,15876,29798.30704,30588.14639,5752,,
,,,,,2522,11327,14499,31507.09805,33010.35053,5663,,
,,,,,2523,10741,14033,31996.81832,33913.79614,5614,,
,,,,,2524,10334,13756,32115.08966,33842.51305,5622,,
,,,,,2525,9994,13520,32944.59922,34800.47092,5724,,
,,,,,2526,10142,13875,25762.5387,26552.64046,5908,,
,,,,,2527,10561,14397,24780.18607,25290.32365,6150,,
,,,,,2528,11022,14814,24139.9431,24588.01481,6270,,
,,,,,2529,12216,16243,23572.96447,23631.4067,6434,,
,,,,,2530,14109,17979,23067.69038,22952.94001,6541,,
,,,,,2531,15654,19391,23105.1565,22897.10462,6475,,
,,,,,2532,16986,20759,23113.75754,23179.623,6427,,
,,,,,2533,18238,21972,23724.25118,24063.13369,6294,,
,,,,,2534,18493,22233,23422.88122,23644.46008,6122,,
,,,,,2535,18531,22326,22263.57335,22090.9169,6044,,
,,,,,2536,18643,22539,21398.7109,20833.32136,6113,,
,,,,,2537,19259,23313,20671.46794,19494.17156,6231,,
