Reg_Req_Percent_Load,Reg_Req_Percent_VRE,Rsv_Req_Percent_Load,Rsv_Req_Percent_VRE,Rsv_Up_Req_Percent_Load,Rsv_Up_Req_Percent_VRE,Rsv_Dn_Req_Percent_Load,Rsv_Dn_Req_Percent_VRE,Unmet_Rsv_Penalty_Dollar_per_MW,Dynamic_Contingency,Network_Contingency,Static_Contingency_MW
0.01,0.003,0.06,0.04,0.03,0.139,0.03,0.02,500,0,0,0
